iStar size, Agents, Runs,Mean Time (s),Std,Median  Time (s)
1,0,30,0.052285051486535734,0.011336898099304644,0.0477600081626590710,1,30,0.04568899504102361,0.0019373507077604952,0.04545233628947987100,15,30,0.16128237064872006,0.010341064171263877,0.158491429509823421000,150,30,1.5966848052382696,0.06575133115335294,1.56886488927582065000,750,30,21.586747220600483,1.2133272039737744,21.436976815512452
10000,1500,2,75.73034607380322,2.1398381469957695,75.73034607380322
50000,7500,2,2021.951222829122,8.146509012517871,2021.951222829122
